grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, estimates_personal_income_year_ended_30_june_median_investment, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estimates_personal_income_year_ended_30_june_median_employee, sa4_code_2016, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estimates_personal_income_year_ended_30_june_mean_investment, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, sa4_name_2016, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn
null,null,null,null,"306",null,null,null,2019,null,null,null,"Cairns",null,null
null,null,null,null,"307",null,null,null,2019,null,null,null,"Darling Downs - Maranoa",null,null
null,null,null,null,"308",null,null,null,2019,null,null,null,"Central Queensland",null,null
null,null,null,null,"309",null,null,null,2019,null,null,null,"Gold Coast",null,null
null,null,null,null,"310",null,null,null,2019,null,null,null,"Ipswich",null,null
null,null,null,null,"311",null,null,null,2019,null,null,null,"Logan - Beaudesert",null,null
null,null,null,null,"312",null,null,null,2019,null,null,null,"Mackay - Isaac - Whitsunday",null,null
null,null,null,null,"313",null,null,null,2019,null,null,null,"Moreton Bay - North",null,null
null,null,null,null,"314",null,null,null,2019,null,null,null,"Moreton Bay - South",null,null
null,null,null,null,"315",null,null,null,2019,null,null,null,"Queensland - Outback",null,null
null,null,null,null,"316",null,null,null,2019,null,null,null,"Sunshine Coast",null,null
null,null,null,null,"317",null,null,null,2019,null,null,null,"Toowoomba",null,null
null,null,null,null,"318",null,null,null,2019,null,null,null,"Townsville",null,null
null,null,null,null,"319",null,null,null,2019,null,null,null,"Wide Bay",null,null
null,null,null,null,"401",null,null,null,2019,null,null,null,"Adelaide - Central and Hills",null,null
null,null,null,null,"402",null,null,null,2019,null,null,null,"Adelaide - North",null,null
null,null,null,null,"403",null,null,null,2019,null,null,null,"Adelaide - South",null,null
null,null,null,null,"404",null,null,null,2019,null,null,null,"Adelaide - West",null,null
null,null,null,null,"405",null,null,null,2019,null,null,null,"Barossa - Yorke - Mid North",null,null
null,null,null,null,"406",null,null,null,2019,null,null,null,"South Australia - Outback",null,null
null,null,null,null,"407",null,null,null,2019,null,null,null,"South Australia - South East",null,null
null,null,null,null,"501",null,null,null,2019,null,null,null,"Bunbury",null,null
null,null,null,null,"502",null,null,null,2019,null,null,null,"Mandurah",null,null
null,null,null,null,"503",null,null,null,2019,null,null,null,"Perth - Inner",null,null
null,null,null,null,"504",null,null,null,2019,null,null,null,"Perth - North East",null,null
null,null,null,null,"505",null,null,null,2019,null,null,null,"Perth - North West",null,null
null,null,null,null,"506",null,null,null,2019,null,null,null,"Perth - South East",null,null
null,null,null,null,"507",null,null,null,2019,null,null,null,"Perth - South West",null,null
null,null,null,null,"509",null,null,null,2019,null,null,null,"Western Australia - Wheat Belt",null,null
null,null,null,null,"510",null,null,null,2019,null,null,null,"Western Australia - Outback (North)",null,null
null,null,null,null,"511",null,null,null,2019,null,null,null,"Western Australia - Outback (South)",null,null
null,null,null,null,"601",null,null,null,2019,null,null,null,"Hobart",null,null
null,null,null,null,"602",null,null,null,2019,null,null,null,"Launceston and North East",null,null
null,null,null,null,"603",null,null,null,2019,null,null,null,"South East",null,null
null,null,null,null,"604",null,null,null,2019,null,null,null,"West and North West",null,null
null,null,null,null,"701",null,null,null,2019,null,null,null,"Darwin",null,null
null,null,null,null,"702",null,null,null,2019,null,null,null,"Northern Territory - Outback",null,null
null,null,null,null,"801",null,null,null,2019,null,null,null,"Australian Capital Territory",null,null
null,null,null,null,"901",null,null,null,2019,null,null,null,"Other Territories",null,null
