,Year,SA4 Code,Household Stress - Census Households with rent payments greater than or equal to 30% of household income (%),Rent and Mortgage Payments - Census Average monthly household mortgage payment ($),Rent and Mortgage Payments - Census Average monthly household rental payment ($),Housing Suitability - Occupied private dwellings - Census Dwellings with extra bedrooms needed (no.),Household Stress - Census Households with mortgage repayments greater than or equal to 30% of household income (%),Building Approvals - Year ended 30 June Value of residential building ($m),Building Approvals - Year ended 30 June Private sector dwellings excluding houses (no.),Building Approvals - Year ended 30 June Total private sector dwelling units (no.),Building Approvals - Year ended 30 June Total value of private sector dwelling units ($m),Building Approvals - Year ended 30 June Private sector houses (no.),Building Approvals - Year ended 30 June Total dwelling units (no.),Building Approvals - Year ended 30 June Value of private sector houses ($m),Building Approvals - Year ended 30 June Value of private sector dwellings excluding houses ($m),SA4 Name,Value of New Other Residential Building ($000),Total Dwelling Number,Number of New Houses,Number of New Other Residential Buildings,Value of Total Residential Buildings ($000),Value of Alterations ($000),Value of New Houses ($000),SA4 Name 2011,Average number of Persons per bedroom,Median total family income weekly,Median total household income weekly,Median age of persons,Median total personal income weekly,Average household size,Median rent weekly,Median mortgage repayment monthly,Estimates of Personal Income - Year ended 30 June Total income (excl. Government pensions and allowances) - Gini coefficient,Estimates of Personal Income - Year ended 30 June Mean employee income ($),Gross Capital Gains reported by taxpayers - Year ended 30 June Gross Capital Gains reported by taxpayers - Mean ($),Estimates of Personal Income - Year ended 30 June Mean investment income ($),Estimates of Personal Income - Year ended 30 June Median employee income ($),Gross Capital Gains reported by taxpayers - Year ended 30 June Gross Capital Gains reported by taxpayers  - Median ($),Estimates of Personal Income - Year ended 30 June Median investment income ($),State and Territory Id,House Median Sales Price,House No of Transactions,Attached dwellings Median Sales Price,Attached dwellings No of Transactions
478,2016,207,10.4,2439.0,1834.0,3903.0,7.0,2079.0,3297.0,4536.0,2061.0,1239.0,4541.0,1085.0,977.0,Melbourne - Inner East,1132309.8,4219.0,1059.0,3153.0,2138536.5,291590.2,714636.6,Melbourne - Inner East,0.9,2183.0,1756.0,39.0,707.0,2.6,400.0,2167.0,0.562,70837.0,69584.0,18477.0,50067.0,2927.0,1134.0,2,1450500.0,4548.0,660000.0,3609.0
479,2016,208,10.4,2369.0,1806.0,4013.0,6.6,1939.0,3422.0,4599.0,1918.0,1177.0,4599.0,884.0,1034.0,Melbourne - Inner South,1038309.4,4599.0,1233.0,3280.0,2079035.2,345898.5,694827.5,Melbourne - Inner South,0.9,2309.0,1793.0,40.0,802.0,2.5,386.0,2167.0,0.53,72900.0,64194.0,17765.0,53517.0,3031.0,746.0,2,1275000.0,4691.0,592500.0,5225.0
480,2016,209,9.2,1959.0,1444.0,6371.0,8.9,1629.0,2896.0,6129.0,1594.0,3233.0,6204.0,962.0,631.0,Melbourne - North East,408750.1,4744.0,2949.0,1782.0,1424256.1,151556.9,863949.1,Melbourne - North East,0.9,1767.0,1525.0,36.0,645.0,2.8,331.0,1829.0,0.44,56703.0,33665.0,7119.0,48800.0,2398.0,231.0,2,580000.0,6392.0,440000.0,2899.0
481,2016,210,9.0,1849.0,1412.0,6250.0,9.9,1241.0,1680.0,4897.0,1223.0,3217.0,4917.0,888.0,336.0,Melbourne - North West,395892.5,5475.0,3607.0,1861.0,1450586.2,63651.2,991042.5,Melbourne - North West,0.9,1598.0,1422.0,35.0,579.0,2.9,330.0,1733.0,0.429,54739.0,49903.0,6232.0,48162.0,2685.0,178.0,2,474950.0,5470.0,420000.0,2066.0
482,2016,211,6.8,1889.0,1469.0,4146.0,8.8,967.0,1115.0,2934.0,944.0,1819.0,2935.0,696.0,248.0,Melbourne - Outer East,256121.5,2691.0,1666.0,1014.0,1005173.3,164732.0,584319.8,Melbourne - Outer East,0.8,1851.0,1559.0,39.0,674.0,2.7,350.0,1768.0,0.447,56619.0,36753.0,7172.0,48523.0,2280.0,263.0,2,675000.0,6920.0,495000.0,2890.0
483,2016,212,9.9,1868.0,1475.0,12835.0,10.2,2367.0,1818.0,8461.0,2342.0,6643.0,8480.0,1950.0,392.0,Melbourne - South East,551170.4,9412.0,7121.0,2275.0,2732066.5,107849.0,2073047.2,Melbourne - South East,0.9,1593.0,1444.0,35.0,586.0,2.9,336.0,1733.0,0.434,51891.0,39974.0,5767.0,45882.0,2822.0,157.0,2,516000.0,11337.0,410000.0,3585.0
484,2016,213,9.9,1836.0,1395.0,12434.0,9.6,2673.0,3281.0,9985.0,2650.0,6704.0,10005.0,1851.0,798.0,Melbourne - West,656160.3,9787.0,6930.0,2840.0,2653847.5,130954.8,1866732.6,Melbourne - West,0.9,1644.0,1486.0,34.0,625.0,2.9,315.0,1733.0,0.416,54975.0,33138.0,3845.0,48781.0,2968.0,110.0,2,452000.0,11557.0,382000.0,3770.0
485,2016,214,9.9,1797.0,1357.0,2026.0,7.7,851.0,806.0,2097.0,830.0,1291.0,2099.0,643.0,187.0,Mornington Peninsula,294016.3,2240.0,1238.0,991.0,994792.3,187793.9,512982.0,Mornington Peninsula,0.8,1635.0,1303.0,42.0,643.0,2.5,310.0,1700.0,0.464,54055.0,56351.0,10494.0,45856.0,3448.0,233.0,2,530000.0,6638.0,370000.0,2159.0
486,2016,215,7.6,1227.0,845.0,1288.0,4.4,211.0,78.0,689.0,195.0,611.0,695.0,190.0,5.0,North West,3567.3,526.0,508.0,15.0,188123.1,36942.2,147613.6,North West,0.8,1306.0,1014.0,44.0,549.0,2.3,185.0,1083.0,0.482,43077.0,28806.0,7324.0,38986.0,1791.0,361.0,2,209975.0,2308.0,187500.0,283.0
487,2016,216,8.1,1417.0,938.0,1285.0,5.7,219.0,18.0,625.0,208.0,607.0,630.0,204.0,4.0,Shepparton,2390.8,504.0,488.0,13.0,201662.5,51421.5,147850.2,Shepparton,0.8,1364.0,1105.0,43.0,565.0,2.4,210.0,1300.0,0.461,45668.0,35302.0,7319.0,41248.0,1995.0,246.0,2,255000.0,1727.0,215000.0,262.0
488,2016,217,7.3,1393.0,911.0,892.0,5.4,193.0,33.0,505.0,179.0,472.0,507.0,173.0,7.0,Warrnambool and South West,9191.4,526.0,481.0,41.0,213788.3,42787.4,161809.5,Warrnambool and South West,0.8,1411.0,1103.0,44.0,582.0,2.4,201.0,1300.0,0.464,45596.0,30730.0,8312.0,40176.0,1864.0,370.0,2,273250.0,1656.0,252500.0,222.0
489,2016,301,10.1,2052.0,1654.0,1395.0,7.0,614.0,792.0,2183.0,596.0,1391.0,2195.0,413.0,183.0,Brisbane - East,166255.1,1921.0,1262.0,653.0,571818.1,51403.1,354159.9,Brisbane - East,0.8,1902.0,1602.0,40.0,717.0,2.7,395.0,2000.0,0.452,61593.0,34296.0,8281.0,51548.0,2915.0,176.0,3,529000.0,4527.0,395000.0,1134.0
490,2016,302,11.6,2024.0,1552.0,2002.0,5.6,721.0,1819.0,2560.0,689.0,741.0,2637.0,284.0,406.0,Brisbane - North,354026.3,2238.0,700.0,1531.0,654024.5,83130.8,216867.4,Brisbane - North,0.8,1977.0,1622.0,37.0,772.0,2.5,370.0,1950.0,0.431,62365.0,26260.0,6051.0,54024.0,2390.0,176.0,3,550000.0,3418.0,405000.0,1582.0
491,2016,303,12.4,2087.0,1645.0,4259.0,6.7,1465.0,3386.0,4557.0,1445.0,1171.0,4558.0,565.0,880.0,Brisbane - South,435059.7,2946.0,1234.0,1707.0,1055138.8,132064.8,488014.2,Brisbane - South,0.8,1930.0,1678.0,34.0,700.0,2.7,390.0,2000.0,0.47,58578.0,35583.0,7892.0,48930.0,2787.0,236.0,3,659410.0,5140.0,431250.0,2868.0
492,2016,304,10.4,2236.0,1813.0,1359.0,5.6,475.0,865.0,1333.0,454.0,468.0,1362.0,263.0,192.0,Brisbane - West,226592.9,1258.0,489.0,755.0,527928.1,86221.6,215113.7,Brisbane - West,0.8,2322.0,1971.0,36.0,779.0,2.7,400.0,2134.0,0.517,71197.0,34692.0,11789.0,55025.0,2660.0,397.0,3,650000.0,2790.0,450000.0,1101.0
493,2016,305,17.9,2479.0,1888.0,4030.0,4.3,3274.0,9212.0,9593.0,3252.0,381.0,9603.0,466.0,2786.0,Brisbane Inner City,1355300.6,4495.0,344.0,4106.0,1830687.5,272476.3,202910.7,Brisbane Inner City,0.9,2495.0,1921.0,33.0,938.0,2.3,415.0,2200.0,0.531,72154.0,57857.0,14030.0,53000.0,3283.0,269.0,3,885000.0,2885.0,492000.0,5048.0
494,2016,306,13.5,1694.0,1249.0,3425.0,6.1,409.0,131.0,1256.0,384.0,1125.0,1256.0,357.0,28.0,Cairns,29391.7,1105.0,976.0,119.0,382014.2,57338.5,295284.0,Cairns,0.8,1475.0,1226.0,39.0,642.0,2.5,280.0,1597.0,0.449,49413.0,26055.0,6140.0,42123.0,2292.0,171.0,3,385000.0,3573.0,230000.0,1878.0
495,2016,307,8.5,1472.0,894.0,1046.0,5.1,105.0,44.0,335.0,98.0,291.0,335.0,92.0,6.0,Darling Downs - Maranoa,4328.4,352.0,326.0,18.0,111913.1,19601.9,87982.7,Darling Downs - Maranoa,0.8,1366.0,1129.0,41.0,582.0,2.5,215.0,1300.0,0.509,48105.0,51390.0,6424.0,41451.0,2563.0,193.0,3,256000.0,1481.0,228000.0,70.0
496,2016,308,9.3,1839.0,1060.0,1852.0,6.2,259.0,76.0,767.0,237.0,691.0,771.0,224.0,13.0,Central Queensland,13120.9,642.0,557.0,81.0,198918.8,34114.2,151683.7,Central Queensland,0.8,1740.0,1421.0,36.0,664.0,2.6,250.0,1733.0,0.474,66643.0,24304.0,4435.0,52728.0,2041.0,102.0,3,315000.0,2248.0,282500.0,336.0
497,2016,309,16.6,2007.0,1741.0,5979.0,8.0,2738.0,4567.0,8363.0,2684.0,3796.0,8419.0,1211.0,1473.0,Gold Coast,1620863.2,7031.0,3632.0,3346.0,2932671.0,160541.3,1151266.5,Gold Coast,0.8,1655.0,1404.0,39.0,665.0,2.6,390.0,1950.0,0.467,52314.0,64298.0,10645.0,43546.0,4005.0,166.0,3,573500.0,8938.0,387500.0,11818.0
498,2016,310,13.0,1706.0,1324.0,3846.0,6.7,929.0,1427.0,4075.0,905.0,2648.0,4096.0,633.0,271.0,Ipswich,303643.0,4678.0,3213.0,1459.0,1135507.6,49073.3,782791.3,Ipswich,0.8,1523.0,1362.0,34.0,626.0,2.8,310.0,1603.0,0.405,52474.0,24590.0,3127.0,48121.0,2121.0,73.0,3,340000.0,6018.0,340000.0,962.0
499,2016,311,13.5,1784.0,1414.0,4303.0,8.1,627.0,563.0,2757.0,611.0,2194.0,2757.0,511.0,100.0,Logan - Beaudesert,169203.7,2622.0,1765.0,847.0,610676.8,31565.9,409907.2,Logan - Beaudesert,0.8,1531.0,1400.0,34.0,629.0,2.9,330.0,1733.0,0.4,51336.0,27657.0,4308.0,46954.0,2732.0,71.0,3,393000.0,5803.0,250000.0,1317.0
500,2016,312,9.6,1952.0,1073.0,1320.0,6.6,159.0,52.0,403.0,147.0,351.0,404.0,135.0,12.0,Mackay - Isaac - Whitsunday,488.1,254.0,252.0,2.0,110514.4,21753.1,88273.2,Mackay - Isaac - Whitsunday,0.8,1793.0,1469.0,37.0,717.0,2.5,250.0,1876.0,0.46,64659.0,22547.0,5454.0,51445.0,2240.0,114.0,3,335000.0,1474.0,271350.0,367.0
501,2016,313,15.1,1756.0,1343.0,2167.0,6.4,448.0,464.0,1867.0,423.0,1403.0,1867.0,353.0,70.0,Moreton Bay - North,143628.8,2489.0,1790.0,693.0,608731.0,38347.9,426754.3,Moreton Bay - North,0.8,1407.0,1188.0,41.0,572.0,2.6,315.0,1719.0,0.438,51130.0,29365.0,5392.0,44966.0,3133.0,106.0,3,398000.0,4614.0,323000.0,1175.0
502,2016,314,9.8,1981.0,1584.0,1211.0,7.3,547.0,954.0,2299.0,515.0,1345.0,2353.0,352.0,164.0,Moreton Bay - South,155406.4,2136.0,1410.0,718.0,564778.5,33346.8,376025.3,Moreton Bay - South,0.8,1921.0,1740.0,35.0,758.0,2.9,360.0,1928.0,0.426,60452.0,23890.0,5084.0,52113.0,2243.0,108.0,3,475000.0,3674.0,360000.0,1075.0
503,2016,315,6.9,1621.0,789.0,1920.0,2.9,70.0,20.0,91.0,28.0,71.0,163.0,24.0,4.0,Queensland - Outback,5382.3,277.0,257.0,18.0,113760.8,8023.2,100355.2,Queensland - Outback,0.9,1540.0,1361.0,33.0,648.0,2.7,140.0,1500.0,0.476,57383.0,31207.0,3671.0,47403.0,1826.0,64.0,3,210000.0,456.0,336500.0,40.0
504,2016,316,13.2,1879.0,1625.0,2591.0,7.3,1293.0,1119.0,4418.0,1271.0,3299.0,4434.0,1039.0,232.0,Sunshine Coast,399271.2,4916.0,3323.0,1560.0,1517772.0,142287.0,976213.8,Sunshine Coast,0.8,1478.0,1260.0,44.0,612.0,2.5,370.0,1777.0,0.489,51819.0,44865.0,9984.0,41752.0,3265.0,288.0,3,530000.0,6929.0,390000.0,3922.0
505,2016,317,11.8,1674.0,1236.0,1152.0,5.1,362.0,553.0,1380.0,347.0,827.0,1382.0,246.0,101.0,Toowoomba,84002.3,1187.0,736.0,447.0,323613.9,45050.5,194561.1,Toowoomba,0.8,1583.0,1298.0,37.0,649.0,2.5,285.0,1560.0,0.45,52653.0,26072.0,7183.0,45970.0,2413.0,174.0,3,372500.0,2788.0,307750.0,536.0
506,2016,318,12.2,1761.0,1223.0,2141.0,5.8,303.0,156.0,915.0,280.0,759.0,959.0,245.0,35.0,Townsville,22537.9,892.0,776.0,116.0,282649.0,53458.6,206652.5,Townsville,0.8,1640.0,1362.0,36.0,672.0,2.5,280.0,1668.0,0.428,56874.0,20186.0,4541.0,49781.0,1916.0,105.0,3,332250.0,2784.0,287000.0,611.0
507,2016,319,12.1,1419.0,1075.0,2675.0,5.5,431.0,132.0,1587.0,412.0,1455.0,1593.0,387.0,25.0,Wide Bay,24920.0,1710.0,1567.0,136.0,472318.7,52585.2,394813.5,Wide Bay,0.8,1133.0,935.0,46.0,478.0,2.4,250.0,1300.0,0.484,46550.0,26476.0,5340.0,39231.0,2226.0,194.0,3,290000.0,5017.0,252000.0,585.0
508,2016,401,10.6,1969.0,1410.0,2689.0,5.9,1014.0,1908.0,3146.0,1000.0,1238.0,3153.0,494.0,506.0,Adelaide - Central and Hills,348732.5,2479.0,1221.0,1233.0,874613.7,149347.4,376533.8,Adelaide - Central and Hills,0.8,1967.0,1472.0,40.0,700.0,2.4,312.0,1734.0,0.513,62380.0,37334.0,16151.0,49760.0,2644.0,609.0,4,650000.0,3604.0,400000.0,2328.0
509,2016,402,11.2,1507.0,1120.0,5367.0,8.2,631.0,415.0,2970.0,604.0,2555.0,3061.0,529.0,75.0,Adelaide - North,61256.8,2648.0,2306.0,336.0,564098.7,32977.2,469864.8,Adelaide - North,0.8,1407.0,1180.0,36.0,563.0,2.6,268.0,1413.0,0.397,50401.0,18434.0,3756.0,46946.0,1756.0,116.0,4,350000.0,5909.0,245000.0,1066.0
510,2016,403,9.9,1668.0,1251.0,2541.0,7.1,589.0,795.0,2316.0,571.0,1521.0,2381.0,426.0,145.0,Adelaide - South,150964.6,2142.0,1416.0,716.0,598717.1,86180.5,361572.1,Adelaide - South,0.8,1622.0,1284.0,41.0,635.0,2.4,295.0,1517.0,0.44,55212.0,25183.0,7190.0,48512.0,1791.0,221.0,4,436000.0,5227.0,351000.0,1595.0
511,2016,404,12.1,1748.0,1195.0,3202.0,6.3,476.0,891.0,1911.0,463.0,1020.0,1963.0,288.0,176.0,Adelaide - West,286673.9,2548.0,1222.0,1317.0,634859.6,53079.8,295105.9,Adelaide - West,0.8,1554.0,1194.0,40.0,597.0,2.4,280.0,1625.0,0.43,53796.0,27005.0,7234.0,47849.0,2158.0,250.0,4,500000.0,2611.0,350000.0,1514.0
512,2016,405,6.9,1283.0,854.0,680.0,5.6,156.0,3.0,581.0,147.0,578.0,581.0,147.0,,Barossa - Yorke - Mid North,1180.0,513.0,501.0,7.0,139190.3,21551.1,116459.2,Barossa - Yorke - Mid North,0.7,1318.0,1026.0,47.0,535.0,2.3,200.0,1170.0,0.467,47700.0,21772.0,7445.0,41698.0,1672.0,275.0,4,265000.0,1624.0,175750.0,88.0
513,2016,406,8.6,1350.0,795.0,788.0,4.1,78.0,12.0,239.0,70.0,227.0,258.0,68.0,2.0,South Australia - Outback,975.0,174.0,166.0,8.0,57668.2,10966.3,45726.8,South Australia - Outback,0.8,1418.0,1111.0,40.0,594.0,2.3,175.0,1250.0,0.448,55063.0,25650.0,6369.0,46347.0,1629.0,187.0,4,250000.0,597.0,167000.0,114.0
514,2016,407,8.2,1270.0,853.0,1289.0,5.5,308.0,53.0,1190.0,296.0,1137.0,1194.0,285.0,11.0,South Australia - South East,6644.0,1040.0,1003.0,36.0,291160.9,38524.2,245992.8,South Australia - South East,0.7,1266.0,997.0,46.0,544.0,2.3,195.0,1127.0,0.463,43596.0,25511.0,7483.0,39209.0,2064.0,288.0,4,280000.0,3109.0,191250.0,290.0
515,2016,501,9.8,1834.0,1252.0,1016.0,7.7,537.0,86.0,1686.0,518.0,1600.0,1701.0,501.0,17.0,Bunbury,10397.9,1486.0,1425.0,48.0,460404.5,50672.9,399333.7,Bunbury,0.7,1606.0,1319.0,41.0,637.0,2.5,300.0,1733.0,0.485,59220.0,30191.0,8251.0,45766.0,2662.0,190.0,5,402250.0,2340.0,332250.0,404.0
516,2016,502,11.7,1921.0,1360.0,489.0,7.6,361.0,82.0,1342.0,357.0,1260.0,1342.0,340.0,16.0,Mandurah,12932.1,999.0,924.0,71.0,269567.3,8940.1,247695.1,Mandurah,0.7,1437.0,1169.0,43.0,553.0,2.4,320.0,1826.0,0.494,66347.0,30944.0,7408.0,50603.0,2819.0,129.0,5,405000.0,1525.0,305000.0,372.0
517,2016,503,13.1,2663.0,1901.0,1930.0,5.7,788.0,1115.0,1557.0,781.0,442.0,1557.0,454.0,328.0,Perth - Inner,487882.9,1878.0,459.0,1416.0,979840.2,113769.5,378187.8,Perth - Inner,0.9,2769.0,2039.0,36.0,957.0,2.3,400.0,2448.0,0.582,87147.0,79282.0,25114.0,56037.0,4759.0,827.0,5,1200000.0,1570.0,520000.0,1883.0
518,2016,504,9.0,2050.0,1480.0,2115.0,11.3,756.0,485.0,2895.0,728.0,2410.0,2904.0,627.0,101.0,Perth - North East,79680.2,2586.0,2199.0,365.0,668428.4,56966.3,531781.9,Perth - North East,0.8,1851.0,1590.0,36.0,717.0,2.6,350.0,2000.0,0.439,63399.0,33072.0,5843.0,53999.0,2676.0,125.0,5,490000.0,3076.0,375000.0,717.0
519,2016,505,9.2,2165.0,1638.0,3801.0,9.7,1504.0,1943.0,5327.0,1458.0,3384.0,5465.0,1036.0,422.0,Perth - North West,244241.5,4042.0,3022.0,1012.0,1194601.5,91343.9,859016.2,Perth - North West,0.8,2018.0,1712.0,36.0,746.0,2.7,380.0,2037.0,0.464,66342.0,36642.0,8181.0,53605.0,2795.0,165.0,5,550000.0,6581.0,427000.0,1976.0
520,2016,506,10.3,2042.0,1526.0,4989.0,9.9,1322.0,1483.0,5134.0,1304.0,3651.0,5147.0,986.0,318.0,Perth - South East,334857.7,4335.0,2884.0,1436.0,1126299.8,77445.7,713996.3,Perth - South East,0.8,1818.0,1563.0,35.0,691.0,2.7,350.0,1950.0,0.457,62936.0,38386.0,6368.0,52389.0,2678.0,140.0,5,507000.0,5354.0,424000.0,1895.0
521,2016,507,9.3,2129.0,1575.0,2422.0,9.0,1428.0,1307.0,4587.0,1333.0,3280.0,4930.0,988.0,345.0,Perth - South West,235781.9,3790.0,2907.0,860.0,1115718.2,81567.6,798368.7,Perth - South West,0.8,1997.0,1669.0,36.0,732.0,2.6,360.0,2000.0,0.478,69426.0,42823.0,9129.0,55312.0,2860.0,165.0,5,510000.0,4917.0,427000.0,1413.0
522,2016,509,6.8,1568.0,902.0,1045.0,5.8,254.0,5.0,727.0,226.0,722.0,775.0,226.0,,Western Australia - Wheat Belt,9952.0,724.0,686.0,33.0,245412.1,39161.5,196298.5,Western Australia - Wheat Belt,0.8,1481.0,1192.0,44.0,623.0,2.4,200.0,1400.0,0.5,52151.0,36377.0,10001.0,42590.0,2228.0,400.0,5,295000.0,1780.0,300000.0,82.0
523,2016,510,9.3,2499.0,1034.0,1624.0,3.0,132.0,33.0,189.0,93.0,156.0,269.0,83.0,10.0,Western Australia - Outback (North),6847.6,224.0,194.0,26.0,75448.9,7416.3,61185.0,Western Australia - Outback (North),1.0,2416.0,2202.0,33.0,1239.0,2.8,161.0,2443.0,0.434,77968.0,24073.0,1602.0,63712.0,2896.0,26.0,5,,,,
524,2016,511,8.1,1803.0,1059.0,1157.0,5.4,197.0,88.0,518.0,164.0,430.0,557.0,151.0,13.0,Western Australia - Outback (South),5855.4,303.0,275.0,24.0,115053.8,25046.2,84152.2,Western Australia - Outback (South),0.8,1836.0,1487.0,37.0,732.0,2.5,249.0,1722.0,0.457,62722.0,32672.0,7259.0,51391.0,2375.0,133.0,5,,,,
525,2016,601,10.9,1531.0,1154.0,2205.0,5.3,308.0,195.0,1015.0,298.0,820.0,1019.0,263.0,35.0,Hobart,52154.3,1044.0,803.0,231.0,321113.4,58708.8,210250.3,Hobart,0.8,1569.0,1234.0,40.0,637.0,2.4,260.0,1402.0,0.441,52621.0,31265.0,7000.0,46800.0,2312.0,228.0,6,360000.0,3388.0,297000.0,1098.0
526,2016,602,10.4,1357.0,945.0,1202.0,4.8,201.0,130.0,711.0,193.0,581.0,711.0,172.0,22.0,Launceston and North East,13465.2,522.0,430.0,85.0,158864.0,29703.2,115695.6,Launceston and North East,0.8,1319.0,1017.0,43.0,537.0,2.3,215.0,1260.0,0.453,48129.0,32117.0,7077.0,42472.0,2148.0,211.0,6,270000.0,2529.0,218750.0,450.0
527,2016,603,6.0,1277.0,842.0,367.0,6.9,76.0,9.0,275.0,72.0,266.0,275.0,70.0,1.0,South East,300.0,242.0,234.0,2.0,66589.5,10714.0,55575.6,South East,0.8,1210.0,962.0,48.0,498.0,2.3,200.0,1192.0,0.472,44018.0,29071.0,5973.0,39000.0,3749.0,219.0,6,280000.0,850.0,205000.0,45.0
528,2016,604,9.7,1271.0,874.0,849.0,4.7,137.0,54.0,439.0,129.0,385.0,443.0,118.0,10.0,West and North West,15518.8,440.0,359.0,76.0,133554.0,16491.2,101544.0,West and North West,0.8,1274.0,990.0,44.0,523.0,2.3,200.0,1165.0,0.448,48224.0,31929.0,5491.0,42401.0,2133.0,196.0,6,244000.0,1913.0,218000.0,297.0
529,2016,701,10.0,2383.0,1835.0,2553.0,6.8,493.0,710.0,1369.0,454.0,659.0,1426.0,278.0,176.0,Darwin,34418.6,668.0,520.0,134.0,266819.4,57157.9,175242.9,Darwin,1.0,2386.0,2183.0,33.0,1052.0,2.7,420.0,2200.0,0.42,69845.0,33019.0,4305.0,60821.0,2621.0,54.0,7,575000.0,927.0,460000.0,899.0
530,2016,702,7.2,1945.0,745.0,4131.0,3.0,140.0,60.0,146.0,41.0,86.0,277.0,30.0,12.0,Northern Territory - Outback,14643.0,244.0,196.0,44.0,142355.5,44222.3,83490.2,Northern Territory - Outback,1.2,1352.0,1561.0,30.0,525.0,3.2,91.0,1816.0,0.406,54777.0,37191.0,2732.0,48334.0,2349.0,51.0,7,442500.0,283.0,320000.0,185.0
531,2016,801,8.1,2178.0,1629.0,3702.0,5.5,1376.0,3265.0,4358.0,1280.0,1093.0,4677.0,462.0,817.0,Australian Capital Territory,1134053.9,5524.0,1054.0,4468.0,1622476.8,101054.7,387368.2,Australian Capital Territory,0.8,2445.0,2070.0,35.0,1000.0,2.5,380.0,2058.0,0.421,71292.0,39989.0,5496.0,64901.0,2190.0,222.0,8,610000.0,4326.0,430000.0,3943.0
532,2016,901,3.4,1547.0,708.0,70.0,6.2,,,,,,,,,Other Territories,,,,,,,,,0.9,1568.0,1377.0,42.0,715.0,2.6,140.0,1400.0,0.465,68002.0,17583.0,6020.0,66031.0,4307.0,363.0,9,,,,
533,2017,101,,,,,,472.0,140.0,1347.0,459.0,1207.0,1352.0,430.0,29.0,Capital Region,49919.0,1449.0,1212.0,218.0,512220.7,54928.1,407373.5,Capital Region,,,,,,,,,0.457,55135.0,46744.0,6988.0,47262.0,4962.0,281.0,1,438000.0,4611.0,300000.0,1212.0
534,2017,102,,,,,,487.0,662.0,1590.0,474.0,928.0,1590.0,328.0,146.0,Central Coast,329752.4,1973.0,826.0,1127.0,667280.9,84132.4,253396.1,Central Coast,,,,,,,,,0.453,55259.0,40070.0,6182.0,46927.0,3904.0,202.0,1,625000.0,6156.0,480000.0,1819.0
535,2017,103,,,,,,330.0,170.0,1061.0,316.0,891.0,1067.0,283.0,33.0,Central West,53137.4,990.0,761.0,223.0,342663.1,41844.4,247681.2,Central West,,,,,,,,,0.468,53977.0,40210.0,6941.0,46048.0,3314.0,231.0,1,335000.0,4308.0,240000.0,353.0
536,2017,104,,,,,,200.0,151.0,658.0,191.0,507.0,666.0,162.0,30.0,Coffs Harbour - Grafton,30006.0,626.0,468.0,147.0,200704.3,28834.2,141864.1,Coffs Harbour - Grafton,,,,,,,,,0.475,46664.0,31316.0,6105.0,40325.0,3736.0,279.0,1,437500.0,2538.0,345000.0,758.0
537,2017,105,,,,,,132.0,87.0,422.0,119.0,335.0,441.0,101.0,18.0,Far West and Orana,40485.3,511.0,321.0,190.0,150535.7,10475.9,99574.6,Far West and Orana,,,,,,,,,0.462,51125.0,49488.0,6628.0,44907.0,3299.0,203.0,1,245000.0,1879.0,274000.0,74.0
538,2017,106,,,,,,539.0,274.0,1662.0,520.0,1388.0,1684.0,466.0,53.0,Hunter Valley exc Newcastle,87644.8,1981.0,1669.0,307.0,677862.4,54734.2,535483.4,Hunter Valley exc Newcastle,,,,,,,,,0.461,58953.0,41343.0,5593.0,48919.0,3886.0,182.0,1,425000.0,5432.0,341600.0,962.0
539,2017,107,,,,,,620.0,800.0,1836.0,614.0,1036.0,1836.0,413.0,201.0,Illawarra,545295.0,2719.0,889.0,1804.0,958285.7,98393.4,314597.2,Illawarra,,,,,,,,,0.454,59153.0,41189.0,6070.0,49998.0,3792.0,281.0,1,700000.0,3894.0,530000.0,1669.0
540,2017,108,,,,,,402.0,264.0,1264.0,392.0,1000.0,1264.0,322.0,69.0,Mid North Coast,43583.7,1255.0,1040.0,198.0,412553.1,48500.1,320469.3,Mid North Coast,,,,,,,,,0.486,46636.0,33691.0,6330.0,40264.0,4589.0,344.0,1,445000.0,4490.0,345000.0,1303.0
541,2017,109,,,,,,246.0,31.0,662.0,240.0,631.0,669.0,233.0,7.0,Murray,13755.7,618.0,556.0,58.0,228712.2,33364.4,181592.1,Murray,,,,,,,,,0.465,48135.0,58462.0,8636.0,42935.0,3301.0,327.0,1,276000.0,1990.0,202000.0,431.0
542,2017,110,,,,,,207.0,108.0,661.0,198.0,553.0,661.0,180.0,18.0,New England and North West,26039.3,668.0,522.0,141.0,223523.9,29194.3,168290.3,New England and North West,,,,,,,,,0.483,48807.0,44200.0,7595.0,43020.0,3572.0,267.0,1,300000.0,3045.0,242125.0,191.0
543,2017,111,,,,,,789.0,1210.0,2521.0,746.0,1311.0,2521.0,462.0,284.0,Newcastle and Lake Macquarie,497105.1,2956.0,1242.0,1693.0,1031557.5,117401.8,417050.6,Newcastle and Lake Macquarie,,,,,,,,,0.462,58701.0,36823.0,6956.0,49997.0,3641.0,273.0,1,550000.0,6316.0,475000.0,2121.0
544,2017,112,,,,,,446.0,525.0,1472.0,439.0,947.0,1472.0,338.0,101.0,Richmond - Tweed,131124.0,1442.0,956.0,457.0,515374.8,73398.3,310852.5,Richmond - Tweed,,,,,,,,,0.481,46418.0,44178.0,8477.0,39627.0,5000.0,314.0,1,550000.0,4025.0,399000.0,1879.0
